price,rooms,area_m2,floor,district,build_type,renovation,bathroom,heating,condition,techpassport
1543000,3,140,9,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1543000,3,111,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1545000,3,111,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1550000,3,95,3,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1550000,3,98,7,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1550000,4,160,11,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
1550000,5,130,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
1550000,3,173,14,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
1550000,2,96,8,И. Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1550000,4,98,7,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1550000,3,95,3,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1550000,3,110,10,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1550000,3,117,18,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1550000,3,111,8,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1550000,3,110,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1550000,3,95,3,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1550000,4,131,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
1550000,3,111,8,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1551000,3,110,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1553000,3,111,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1555001,4,120,14,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1555555,3,115,1,Другое,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
1556000,3,163,13,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1560000,3,110,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1560000,3,110,10,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1562000,3,116,13,Другое,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
1562000,3,116,13,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1562115,3,133,10,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1563000,3,80,10,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1564000,3,130,6,Шохмансур,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
1565001,3,110,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1567000,4,150,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1568000,2,110,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1569000,3,123,15,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1570000,3,110,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1570000,3,118,4,Сино,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1570000,3,110,10,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1570000,3,110,10,И. Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1573000,3,127,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1573000,3,127,12,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1579999,2,127,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1580000,3,126,4,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1580000,4,117,12,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1580000,3,200,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1580000,2,117,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1580000,2,101,3,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1580000,4,165,7,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1580000,3,127,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1580000,4,205,20,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1580000,2,98,13,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1581000,2,117,10,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1581000,3,102,13,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1581000,3,110,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1585000,4,120,14,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1585000,2,117,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1590000,4,152,14,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1590000,2,117,10,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1590000,3,95,8,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1590000,3,95,8,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1590000,3,124,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1590000,3,95,8,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1596000,3,116,13,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1600000,4,115,1,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
1600000,5,160,3,Сино,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1600000,3,128,19,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1600000,4,100,7,Фирдавси,Вторичный рынок,Новый ремонт,Раздельный,Есть,Построено,Есть
1600000,3,110,6,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1600000,3,110,15,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1600000,4,132,14,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1600000,4,205,20,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1600000,4,108,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1600000,4,145,3,Фирдавси,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
1600000,3,138,14,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1606110,4,157,5,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1610000,4,141,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1615000,3,117,7,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1620000,4,114,2,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
1620000,4,128,8,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
1620000,3,113,11,Шохмансур,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
1620000,4,132,14,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1625000,4,158,5,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1630000,5,140,11,И. Сомони,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
1630000,4,135,3,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1630000,5,140,11,И. Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1630000,4,132,14,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1630000,5,140,11,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1630000,5,140,4,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1630000,3,140,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1630000,3,105,2,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1630000,3,119,18,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1630000,5,140,11,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1630000,5,140,11,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1630000,3,142,8,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1640000,2,88,4,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1640000,5,100,3,И. Сомони,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
1640000,4,185,16,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1640000,4,185,16,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1640000,3,120,2,Сино,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
1645000,3,110,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1645000,2,110,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1645000,3,110,5,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1645000,3,110,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1645000,3,110,5,Другое,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
1645000,3,110,5,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1649000,3,110,5,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1650000,4,130,19,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1650000,3,132,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1650000,2,98,17,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1650000,4,112,8,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1650000,4,154,6,Фирдавси,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
1650000,2,95,15,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1650000,3,110,5,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1650000,4,110,8,Сино,Вторичный рынок,Новый ремонт,Раздельный,Есть,Построено,Есть
1650000,4,205,20,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1650000,3,130,6,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1650000,3,110,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1650000,3,111,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1650000,3,110,5,И. Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1650000,4,112,8,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1650000,3,115,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1650000,3,111,8,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1655000,3,110,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1658000,3,121,11,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1660000,3,110,8,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1663000,3,120,15,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1665351,4,141,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1667000,3,128,10,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1669000,3,115,7,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1670000,3,115,7,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1670000,4,143,19,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1670000,4,140,5,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
1670000,3,115,7,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1670000,3,115,7,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1674000,3,115,7,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1674000,3,138,6,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1674000,3,115,7,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1674000,4,135,8,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1674000,3,110,14,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
1680000,2,120,11,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1680000,3,115,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1680000,4,102,6,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1680000,4,135,8,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1680000,3,124,8,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1680000,3,119,5,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
1680000,3,134,7,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1680000,3,108,5,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1680000,3,120,11,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1682000,2,100,17,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1682222,3,108,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1685000,3,115,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1685000,3,115,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1685000,3,128,10,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1686000,3,108,5,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1688000,3,130,11,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1689000,3,113,6,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1690000,3,108,5,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1690000,4,140,14,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1690000,4,115,7,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1690000,4,165,4,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1692000,3,113,6,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1695000,4,133,8,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1698000,4,117,14,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1699000,3,138,9,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1699999,3,105,10,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1700000,3,118,15,Другое,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
1700000,2,101,3,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1700000,4,134,7,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1700000,4,137,9,И. Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1700000,2,100,8,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1700000,3,120,4,Другое,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
1700000,2,101,3,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1700000,3,135,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1700000,4,137,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1700000,3,140,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1700000,3,132,4,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1700000,4,184,16,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1700000,2,90,16,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1700000,4,137,9,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1700000,3,105,10,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1700000,4,137,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1707920,3,170,12,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1720000,3,111,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1720000,3,110,7,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1720000,3,138,14,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1720001,3,110,6,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1721000,4,130,19,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1730000,4,130,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1730000,4,130,19,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1730000,3,195,11,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1730000,4,161,15,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1730000,3,130,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1740000,3,144,3,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1742000,2,122,11,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1743000,2,112,10,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1748000,4,157,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1750000,3,135,17,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1750000,4,185,4,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1750000,4,131,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1750000,4,185,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1750000,3,138,9,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1750000,4,131,5,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1752000,4,157,12,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1757000,3,126,12,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1760000,3,130,4,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1760000,3,143,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1760000,3,130,4,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1760000,3,143,3,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1760000,3,143,3,Шохмансур,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Есть
1760000,3,160,7,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1760000,3,127,12,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1765000,4,172,3,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1767000,3,120,16,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1770000,4,156,7,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1774500,3,119,12,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1780000,3,114,12,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1782000,3,175,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1790000,3,128,10,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1790000,5,195,10,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1790000,5,195,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1797000,3,138,13,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1799000,3,190,11,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1800000,4,172,5,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1800000,3,130,4,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1800000,5,160,6,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1800000,3,135,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1800000,5,160,6,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1800000,5,158,16,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1800000,4,134,2,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1800000,5,188,14,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1800000,4,241,11,Сино,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
1800000,6,10,1,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1800000,4,132,2,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1800000,3,135,17,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1800000,4,200,13,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1800000,4,132,12,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1800000,3,112,11,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1800001,3,96,15,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1805000,3,114,16,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1805000,3,114,16,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1805000,3,113,9,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1813000,3,132,6,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1814000,3,105,4,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1814000,3,132,6,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1815000,3,131,6,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1816000,3,217,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
1820000,3,111,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1820000,4,130,19,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1823250,3,111,9,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1830000,3,147,15,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1830000,3,140,11,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
1830000,3,100,7,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1830290,3,156,13,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1833000,4,151,12,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1833000,3,111,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1833000,4,195,10,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1843000,5,160,16,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1843000,5,160,16,Сино,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1850000,4,186,7,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
1850000,3,110,9,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1850000,4,120,13,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1850000,4,90,1,Сино,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
1855000,2,92,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1856000,4,132,4,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1859999,4,210,9,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1860000,2,91,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1860000,4,150,5,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1860000,2,91,5,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
1860000,4,123,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1863125,6,136,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
1865000,4,207,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1870000,3,132,6,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1870000,3,131,9,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1870000,3,110,14,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1880000,5,188,14,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1890000,3,148,9,И. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
1890000,4,136,9,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
1897500,3,115,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
1900000,4,160,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
1900000,3,130,9,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1900000,5,159,13,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1900000,3,156,4,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
1900000,4,210,9,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
1900000,4,133,8,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
1900000,5,154,16,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
1900000,4,165,15,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
